instance,config,seed,best,n_evals,n_iterations,gap,auc,ttt,target,q25,q50,q75,q100,selector,host,g25,g50,g75,g100
cap124,exp3|Tabu,1,946051.325,500,499,-6.363354287941547e-12,0.06785832164801507,276,955511.8382560803,971947.5,955626.725,946051.325,946051.325,exp3,Tabu,0.027372907060634555,0.010121438172415287,-6.363354287941547e-12,-6.363354287941547e-12
cap124,exp3|Tabu,2,955559.6125,500,499,0.010050498575137512,0.11094002807484263,501,955511.8382560803,967622.4875,967622.4875,967622.4875,955559.6125,exp3,Tabu,0.022801260273952684,0.022801260273952684,0.022801260273952684,0.010050498575137512
cap124,exp3|Tabu,3,950655.2125,500,499,0.004866424656136514,0.08808281470416866,494,955511.8382560803,989219.575,955745.05,955745.05,950655.2125,exp3,Tabu,0.04562992393008414,0.010246510667820674,0.010246510667820674,0.004866424656136514
cap124,exp3|Tabu,4,949117.5375,500,499,0.0032410635796746856,0.052382875956718325,223,955511.8382560803,964975.5375,949117.5375,949117.5375,949117.5375,exp3,Tabu,0.020003367675490047,0.0032410635796746856,0.0032410635796746856,0.0032410635796746856
cap124,serene|Tabu,0,947033.5,500,499,0.0010381836249462317,0.062373788230196396,306,955511.8382560803,955559.6125,955559.6125,947033.5,947033.5,serene,Tabu,0.010050498575137512,0.010050498575137512,0.0010381836249462317,0.0010381836249462317
cap124,serene|Tabu,1,947635.05,500,499,0.0016740370761278989,0.06427011387965124,295,955511.8382560803,958762.5875,958762.5875,947635.05,947635.05,serene,Tabu,0.0134361235569318,0.0134361235569318,0.0016740370761278989,0.0016740370761278989
cap124,serene|Tabu,2,946051.325,500,499,-6.363354287941547e-12,0.0403126648702297,41,955511.8382560803,955507.8375,953586.85,947589.0,946051.325,serene,Tabu,0.009995771100389073,0.007965239088832732,0.0016253610700986965,-6.363354287941547e-12
cap124,serene|Tabu,3,947589.0,500,499,0.0016253610700986965,0.04009218271211986,96,955511.8382560803,948434.75,948434.75,947680.6875,947589.0,serene,Tabu,0.0025193400516243525,0.0025193400516243525,0.0017222770593019465,0.0016253610700986965
cap124,serene|Tabu,4,946051.325,500,499,-6.363354287941547e-12,0.03421619512090165,78,955511.8382560803,947589.0,947589.0,947589.0,946051.325,serene,Tabu,0.0016253610700986965,0.0016253610700986965,0.0016253610700986965,-6.363354287941547e-12
cap124,uniform|ALNS,0,946092.175,500,499,4.3179469126242154e-05,0.05226312137206753,96,955511.8382560803,951302.4,947589.0,946606.825,946092.175,uniform,ALNS,0.005550518090492229,0.0016253610700986965,0.0005871774387888884,4.3179469126242154e-05
cap124,uniform|ALNS,1,946606.825,500,499,0.0005871774387888884,0.03661605868883643,73,955511.8382560803,947033.5,947033.5,947033.5,946606.825,uniform,ALNS,0.0010381836249462317,0.0010381836249462317,0.0010381836249462317,0.0005871774387888884
cap124,uniform|ALNS,2,949673.0375,500,499,0.0038282410248269283,0.062258704527050034,171,955511.8382560803,994191.15,953087.8875,949673.0375,949673.0375,uniform,ALNS,0.05088500351043179,0.007437823200485694,0.0038282410248269283,0.0038282410248269283
cap124,uniform|ALNS,3,947033.5,500,499,0.0010381836249462317,0.09058451252072076,138,955511.8382560803,973160.5,947635.05,947033.5,947033.5,uniform,ALNS,0.028655078511525156,0.0016740370761278989,0.0010381836249462317,0.0010381836249462317
cap124,uniform|ALNS,4,948990.25,500,499,0.003106517496776595,0.050913175156851,133,955511.8382560803,970785.4625,948990.25,948990.25,948990.25,uniform,ALNS,0.026144604251595593,0.003106517496776595,0.003106517496776595,0.003106517496776595
cap124,roulette|ALNS,0,946606.825,500,499,0.0005871774387888884,0.04535424389822207,95,955511.8382560803,946606.825,946606.825,946606.825,946606.825,roulette,ALNS,0.0005871774387888884,0.0005871774387888884,0.0005871774387888884,0.0005871774387888884
cap124,roulette|ALNS,1,946606.825,500,499,0.0005871774387888884,0.055254285993141715,140,955511.8382560803,973823.3125,946606.825,946606.825,946606.825,roulette,ALNS,0.029355687963127375,0.0005871774387888884,0.0005871774387888884,0.0005871774387888884
cap124,roulette|ALNS,2,946092.175,500,499,4.3179469126242154e-05,0.08188907212280898,112,955511.8382560803,946092.175,946092.175,946092.175,946092.175,roulette,ALNS,4.3179469126242154e-05,4.3179469126242154e-05,4.3179469126242154e-05,4.3179469126242154e-05
cap124,roulette|ALNS,3,946092.175,500,499,4.3179469126242154e-05,0.06900578494238478,97,955511.8382560803,948475.6,946092.175,946092.175,946092.175,roulette,ALNS,0.002562519527113949,4.3179469126242154e-05,4.3179469126242154e-05,4.3179469126242154e-05
cap124,roulette|ALNS,4,947033.5,500,499,0.0010381836249462317,0.057912303027940384,80,955511.8382560803,948434.75,947033.5,947033.5,947033.5,roulette,ALNS,0.0025193400516243525,0.0010381836249462317,0.0010381836249462317,0.0010381836249462317
cap124,ucb1|ALNS,0,946051.325,500,499,-6.363354287941547e-12,0.06422782673116566,104,955511.8382560803,947589.0,946051.325,946051.325,946051.325,ucb1,ALNS,0.0016253610700986965,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,ucb1|ALNS,1,947033.5,500,499,0.0010381836249462317,0.05663708222374439,89,955511.8382560803,954024.75,947033.5,947033.5,947033.5,ucb1,ALNS,0.00842811038178004,0.0010381836249462317,0.0010381836249462317,0.0010381836249462317
cap124,ucb1|ALNS,2,946051.325,500,499,-6.363354287941547e-12,0.05099418152199083,183,955511.8382560803,955757.65,947680.6875,946051.325,946051.325,ucb1,ALNS,0.010259829184128266,0.0017222770593019465,-6.363354287941547e-12,-6.363354287941547e-12
cap124,ucb1|ALNS,3,946051.325,500,499,-6.363354287941547e-12,0.06205086245805479,166,955511.8382560803,988034.15,946051.325,946051.325,946051.325,ucb1,ALNS,0.04437689994643024,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,ucb1|ALNS,4,947635.05,500,499,0.0016740370761278989,0.04670405539883305,56,955511.8382560803,949466.175,949117.5375,947635.05,947635.05,ucb1,ALNS,0.003609582169295411,0.0032410635796746856,0.0016740370761278989,0.0016740370761278989
cap124,exp3|ALNS,0,946606.825,500,499,0.0005871774387888884,0.052327567637869596,125,955511.8382560803,948990.25,946606.825,946606.825,946606.825,exp3,ALNS,0.003106517496776595,0.0005871774387888884,0.0005871774387888884,0.0005871774387888884
cap124,exp3|ALNS,1,946051.325,500,499,-6.363354287941547e-12,0.05446147288124629,109,955511.8382560803,946051.325,946051.325,946051.325,946051.325,exp3,ALNS,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,exp3|ALNS,2,946051.325,500,499,-6.363354287941547e-12,0.08081641109142172,153,955511.8382560803,965033.25,949117.5375,947680.6875,946051.325,exp3,ALNS,0.020064371236792278,0.0032410635796746856,0.0017222770593019465,-6.363354287941547e-12
cap124,exp3|ALNS,3,946051.325,500,499,-6.363354287941547e-12,0.05336242730355619,114,955511.8382560803,946051.325,946051.325,946051.325,946051.325,exp3,ALNS,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,exp3|ALNS,4,946051.325,500,499,-6.363354287941547e-12,0.04129453039232852,94,955511.8382560803,946092.175,946092.175,946051.325,946051.325,exp3,ALNS,4.3179469126242154e-05,4.3179469126242154e-05,-6.363354287941547e-12,-6.363354287941547e-12
cap124,serene|ALNS,0,946092.175,500,499,4.3179469126242154e-05,0.07485213000588514,429,955511.8382560803,977956.55,977956.55,977956.55,946092.175,serene,ALNS,0.03372462376053109,0.03372462376053109,0.03372462376053109,4.3179469126242154e-05
cap124,serene|ALNS,1,946051.325,500,499,-6.363354287941547e-12,0.04997397729565043,56,955511.8382560803,946051.325,946051.325,946051.325,946051.325,serene,ALNS,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,serene|ALNS,2,946051.325,500,499,-6.363354287941547e-12,0.03591924113768975,38,955511.8382560803,948434.75,948434.75,946051.325,946051.325,serene,ALNS,0.0025193400516243525,0.0025193400516243525,-6.363354287941547e-12,-6.363354287941547e-12
cap124,serene|ALNS,3,946051.325,500,499,-6.363354287941547e-12,0.03744092671647165,47,955511.8382560803,948434.75,946051.325,946051.325,946051.325,serene,ALNS,0.0025193400516243525,-6.363354287941547e-12,-6.363354287941547e-12,-6.363354287941547e-12
cap124,serene|ALNS,4,946092.175,500,499,4.3179469126242154e-05,0.030768167341968435,46,955511.8382560803,946092.175,946092.175,946092.175,946092.175,serene,ALNS,4.3179469126242154e-05,4.3179469126242154e-05,4.3179469126242154e-05,4.3179469126242154e-05
cap124,greedy-mean|LS,0,992519.0,500,499,0.04911749898313844,0.09106451677312088,501,955511.8382560803,1028014.475,994573.55,994573.55,992519.0,greedy-mean,LS,0.08663710712889539,0.05128920991011898,0.05128920991011898,0.04911749898313844
cap124,greedy-mean|LS,1,970216.8125,500,499,0.02554352692632844,0.07034675660678491,501,955511.8382560803,993154.225,970216.8125,970216.8125,970216.8125,greedy-mean,LS,0.049788947754690005,0.02554352692632844,0.02554352692632844,0.02554352692632844
cap124,greedy-mean|LS,2,947635.05,500,499,0.0016740370761278989,0.06182512855884823,184,955511.8382560803,1003052.75,947635.05,947635.05,947635.05,greedy-mean,LS,0.06025193717012889,0.0016740370761278989,0.0016740370761278989,0.0016740370761278989
cap124,greedy-mean|LS,3,952663.225,500,499,0.00698894427734964,0.048014320300191565,73,955511.8382560803,952663.225,952663.225,952663.225,952663.225,greedy-mean,LS,0.00698894427734964,0.00698894427734964,0.00698894427734964,0.00698894427734964
cap124,greedy-mean|LS,4,1006815.4875,500,499,0.06422924516658046,0.10590972346227344,501,955511.8382560803,1009881.7,1009881.7,1006815.4875,1006815.4875,greedy-mean,LS,0.0674703087526185,0.0674703087526185,0.06422924516658046,0.06422924516658046
cap124,greedy-mean|SA,0,951000.55,500,499,0.0052314550629148915,0.08317466105141424,281,955511.8382560803,1046050.2375,982188.2375,951000.55,951000.55,greedy-mean,SA,0.10570136085729143,0.03819762367940238,0.0052314550629148915,0.0052314550629148915
cap124,greedy-mean|SA,1,947589.0,500,499,0.0016253610700986965,0.06222345160286937,111,955511.8382560803,947589.0,947589.0,947589.0,947589.0,greedy-mean,SA,0.0016253610700986965,0.0016253610700986965,0.0016253610700986965,0.0016253610700986965
cap124,greedy-mean|SA,2,948990.25,500,499,0.003106517496776595,0.06714299409371877,212,955511.8382560803,1013460.5,948990.25,948990.25,948990.25,greedy-mean,SA,0.07125319019404253,0.003106517496776595,0.003106517496776595,0.003106517496776595
cap124,greedy-mean|SA,3,966365.3375,500,499,0.021472421164729916,0.08237150793785007,501,955511.8382560803,1000071.65,966365.3375,966365.3375,966365.3375,greedy-mean,SA,0.057100839633236866,0.021472421164729916,0.021472421164729916,0.021472421164729916
cap124,greedy-mean|SA,4,952719.6875,500,499,0.007048626557272231,0.057263212815245615,155,955511.8382560803,956944.325,953234.3375,952719.6875,952719.6875,greedy-mean,SA,0.011514174449161807,0.007592624526934877,0.007048626557272231,0.007048626557272231
cap124,greedy-mean|Tabu,0,1001717.55,500,499,0.05884059725155599,0.11346913092846417,501,955511.8382560803,1020081.7625,1020081.7625,1001717.55,1001717.55,greedy-mean,Tabu,0.07825203087528987,0.07825203087528987,0.05884059725155599,0.05884059725155599
cap124,greedy-mean|Tabu,1,980902.9125,500,499,0.036839002887880445,0.1058651177011335,501,955511.8382560803,1064423.6375,980902.9125,980902.9125,980902.9125,greedy-mean,Tabu,0.1251225058991663,0.036839002887880445,0.036839002887880445,0.036839002887880445
cap124,greedy-mean|Tabu,2,983602.85,500,499,0.039692904604029744,0.08214517629878344,501,955511.8382560803,983602.85,983602.85,983602.85,983602.85,greedy-mean,Tabu,0.039692904604029744,0.039692904604029744,0.039692904604029744,0.039692904604029744
cap124,greedy-mean|Tabu,3,1046578.1875,500,499,0.10625941726083443,0.17419546875550385,501,955511.8382560803,1110693.6125,1061084.9375,1061084.9375,1046578.1875,greedy-mean,Tabu,0.1740310310256501,0.12159341618516106,0.12159341618516106,0.10625941726083443
cap124,greedy-mean|Tabu,4,959268.1,500,499,0.013970462959708607,0.07699125935254596,501,955511.8382560803,1022398.55,959268.1,959268.1,959268.1,greedy-mean,Tabu,0.08070093342292428,0.013970462959708607,0.013970462959708607,0.013970462959708607
cap124,greedy-mean|ALNS,0,957830.6875,500,499,0.012451081862715041,0.06189643344809464,501,955511.8382560803,957830.6875,957830.6875,957830.6875,957830.6875,greedy-mean,ALNS,0.012451081862715041,0.012451081862715041,0.012451081862715041,0.012451081862715041
cap124,greedy-mean|ALNS,1,948236.1875,500,499,0.002309454504454189,0.059469693457095414,311,955511.8382560803,978159.0,959886.4625,950628.4375,948236.1875,greedy-mean,ALNS,0.03393861849279234,0.014624087645447759,0.004838122808982659,0.002309454504454189
cap124,greedy-mean|ALNS,2,956036.6875,500,499,0.010554778826525446,0.05824378118852072,501,955511.8382560803,977997.4,956036.6875,956036.6875,956036.6875,greedy-mean,ALNS,0.03376780323602069,0.010554778826525446,0.010554778826525446,0.010554778826525446
cap124,greedy-mean|ALNS,3,948990.25,500,499,0.003106517496776595,0.10367865444261734,315,955511.8382560803,1120451.65,962789.5,948990.25,948990.25,greedy-mean,ALNS,0.18434552162682105,0.0176926711601757,0.003106517496776595,0.003106517496776595
cap124,greedy-mean|ALNS,4,966347.275,500,499,0.02145332864879279,0.06304011144752669,501,955511.8382560803,966347.275,966347.275,966347.275,966347.275,greedy-mean,ALNS,0.02145332864879279,0.02145332864879279,0.02145332864879279,0.02145332864879279
cap131,uniform|LS,0,793439.5625,500,499,-1.1102230246251565e-16,0.09708417555957477,388,801373.9581250001,808721.5125,807963.9625,805658.7,793439.5625,uniform,LS,0.019260383175057294,0.018305616062596952,0.015400212035683314,-1.1102230246251565e-16
cap131,uniform|LS,1,800004.975,500,499,0.008274622051001934,0.07220205051546723,80,801373.9581250001,800195.45,800004.975,800004.975,800004.975,uniform,LS,0.008514684443907905,0.008274622051001934,0.008274622051001934,0.008274622051001934
cap131,uniform|LS,2,796486.15,500,499,0.0038397221968622386,0.07574124987831592,93,801373.9581250001,800923.2,800923.2,796486.15,796486.15,uniform,LS,0.00943189356026064,0.00943189356026064,0.0038397221968622386,0.0038397221968622386
cap131,uniform|LS,3,793439.5625,500,499,-1.1102230246251565e-16,0.05899659753153032,82,801373.9581250001,797726.3125,797420.0,793439.5625,793439.5625,uniform,LS,0.005402742946788663,0.0050166864473686346,-1.1102230246251565e-16,-1.1102230246251565e-16
cap131,uniform|LS,4,799702.1875,500,499,0.007893008234007626,0.08223911648244851,444,801373.9581250001,804454.1375,801710.25,801710.25,799702.1875,uniform,LS,0.01388205922741581,0.010423840568196896,0.010423840568196896,0.007893008234007626
cap131,roulette|LS,0,793439.5625,500,499,-1.1102230246251565e-16,0.05053682058118981,86,801373.9581250001,793439.5625,793439.5625,793439.5625,793439.5625,roulette,LS,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
cap131,roulette|LS,1,798982.4,500,499,0.006985834538594693,0.06804334966021006,80,801373.9581250001,800222.5625,800222.5625,798982.4,798982.4,roulette,LS,0.008548855288520896,0.008548855288520896,0.006985834538594693,0.006985834538594693
cap131,roulette|LS,2,800004.975,500,499,0.008274622051001934,0.0914945158688799,104,801373.9581250001,800195.45,800004.975,800004.975,800004.975,roulette,LS,0.008514684443907905,0.008274622051001934,0.008274622051001934,0.008274622051001934
cap131,roulette|LS,3,805195.1875,500,499,0.014816030805118618,0.10439845920813681,501,801373.9581250001,806422.0625,805195.1875,805195.1875,805195.1875,roulette,LS,0.016362304847888032,0.014816030805118618,0.014816030805118618,0.014816030805118618
cap131,roulette|LS,4,796865.65,500,499,0.004318019496286407,0.06614150069609527,84,801373.9581250001,800379.65,798784.175,796865.65,796865.65,roulette,LS,0.0087468382319289,0.00673600454602985,0.004318019496286407,0.004318019496286407
cap131,ucb1|LS,0,793439.5625,500,499,-1.1102230246251565e-16,0.05245484210611956,88,801373.9581250001,799117.375,793439.5625,793439.5625,793439.5625,ucb1,LS,0.007155948314588656,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
cap131,ucb1|LS,1,798338.45,500,499,0.006174241532101332,0.0693027091613403,67,801373.9581250001,799338.525,798404.675,798338.45,798338.45,ucb1,LS,0.0074346714971120775,0.0062577072466056816,0.006174241532101332,0.006174241532101332
cap131,ucb1|LS,2,800143.85,500,499,0.008449651135211456,0.07640805534141935,62,801373.9581250001,800210.075,800143.85,800143.85,800143.85,ucb1,LS,0.008533116849715805,0.008449651135211456,0.008449651135211456,0.008449651135211456
cap131,ucb1|LS,3,800972.725,500,499,0.009494311672919364,0.08684527459013822,127,801373.9581250001,806590.075,800972.725,800972.725,800972.725,ucb1,LS,0.016574056955976246,0.009494311672919364,0.009494311672919364,0.009494311672919364
cap131,ucb1|LS,4,793439.5625,500,499,-1.1102230246251565e-16,0.056775048261728814,81,801373.9581250001,794373.4125,794373.4125,793439.5625,793439.5625,ucb1,LS,0.001176964250506396,0.001176964250506396,-1.1102230246251565e-16,-1.1102230246251565e-16
cap131,exp3|LS,0,794299.85,500,499,0.0010842508247121962,0.05635605273280355,76,801373.9581250001,795961.55,795961.55,794299.85,794299.85,exp3,LS,0.003178550225115595,0.003178550225115595,0.0010842508247121962,0.0010842508247121962
cap131,exp3|LS,1,797306.875,500,499,0.004874111000735315,0.06509419060573929,168,801373.9581250001,801661.3125,797306.875,797306.875,797306.875,exp3,LS,0.010362162902609162,0.004874111000735315,0.004874111000735315,0.004874111000735315
cap131,exp3|LS,2,796486.15,500,499,0.0038397221968622386,0.08709625804175472,80,801373.9581250001,796486.15,796486.15,796486.15,796486.15,exp3,LS,0.0038397221968622386,0.0038397221968622386,0.0038397221968622386,0.0038397221968622386
cap131,exp3|LS,3,799487.5875,500,499,0.007622540248615195,0.08704508493111646,173,801373.9581250001,802240.5375,799487.5875,799487.5875,799487.5875,exp3,LS,0.011092180697757748,0.007622540248615195,0.007622540248615195,0.007622540248615195
cap131,exp3|LS,4,795291.8625,500,499,0.0023345193352390936,0.07918034634884259,252,801373.9581250001,808298.5,804744.15,795291.8625,795291.8625,exp3,LS,0.018727245529806646,0.014247572259166175,0.0023345193352390936,0.0023345193352390936
