config,avg_rank,metric,friedman_p,nemenyi_cd,n_blocks
serene-greedy-linear|ALNS,1.65,auc,2.9223071035738374e-10,1.3638871854351877,20
serene-lgbm-greedy|ALNS,1.95,auc,2.9223071035738374e-10,1.3638871854351877,20
serene-linear|ALNS,3.0,auc,2.9223071035738374e-10,1.3638871854351877,20
serene-lgbm|ALNS,3.7,auc,2.9223071035738374e-10,1.3638871854351877,20
roulette|ALNS,4.7,auc,2.9223071035738374e-10,1.3638871854351877,20
