config,avg_rank,metric,friedman_p,nemenyi_cd,n_blocks
serene-noexpl|ALNS,1.45,auc,4.219929016255169e-15,2.014086004127981,20
serene-full|ALNS,2.55,auc,4.219929016255169e-15,2.014086004127981,20
serene-noctx|ALNS,2.55,auc,4.219929016255169e-15,2.014086004127981,20
roulette|ALNS,4.85,auc,4.219929016255169e-15,2.014086004127981,20
serene-plainTS|ALNS,5.3,auc,4.219929016255169e-15,2.014086004127981,20
serene-nogate|ALNS,5.55,auc,4.219929016255169e-15,2.014086004127981,20
uniform|ALNS,5.75,auc,4.219929016255169e-15,2.014086004127981,20
